Adrenal Gland,1.0
Bladder,0.9987684729064039
Breast,0.9166666666666665
Colorectal,1.0
Esophagus,0.75
Head and Neck,0.9917011936470356
Kidney,1.0
Liver,1.0
Lung,0.8666666666666667
Pancreas,1.0
Stomach,0.9999999999999998
Thyroid,1.0
Overall,0.9760622340323527
